description,NhtsaID,Make,Model,Year,State,abs,cruise,crash,mph,mileage,topic,T1,T2,T3,T4,T5,T6,T7,sentiment score
"I TRIED CONTACTING HONDA TO SEE WHETHER IT IS NORMAL TO GET ELECTRIC SHOCKS FROM THE CAR. EVERY TIME I CLOSE MY DOOR TO MY CAR I GET SHOCK. I EVEN SEEN ELECTRIC WAVE. HOWEVER, HONDA INDICATED THAT IT MUST BE THE WAY I AM WALKING, BUT EVERYONE WHO COMES IN AND OUT OF MY CAR GETS SHOCK AND ITS ONLY HAPPENS IN THE DRY WINTER TIME. WHEN I STEP ON MY PEDAL THE CAR STALLS WHICH CAUSES ME TO STEP ON THE PEDAL HARDER. MY ENGINE JUST TURNS OFF WHILE I STEP ON THE BRAKES. I HAVE SPOKEN TO A MECHANIC WHO INDICATES THAT IS NORMAL FOR HONDA ACCORD 2002. I CONTACTED SERVICE, BUT THEY INDICATED THAT IT IS MY RESPONSIBILITY AND IT IS NOT THE MANUFACTURES PROBLEM. I JUST WANTED  TO REPORT THIS INFORMATION.",10143716,HONDA,ACCORD,2002,CA,N,Y,N,0,0.0,T1,9.234414237854331,1.2216879395295244,2.1522280103466516,-0.44493432764853613,4.729629158437874,3.0541753405017835,-0.7645261926159699,-2.0
"SIDE AIRBAG LIGHT GOES ON AND OFF ON HONDA 2001 ACCORD LX 4 DOOR.  DEALER FOUND NO PROBLEM AND SUGGESTED THAT AN OBJECT WAS ON THE FRONT PASSENGER SEAT.  THIS PROBLEM HAS BEEN REPEATING FOR OVER A YEAR WITHOUT OBJECTS ON THE FRONT SEAT.  DEALER IS NOT HELPFUL AND HAS ERRONEOUSLY DIAGNOSED MY LAST TWO PROBLEMS, CAUSING ME TO PAY FOR UNNECESSARY REPAIRS.",10143986,HONDA,ACCORD,2001,CT,Y,Y,N,24,86819.0,T1,5.9389344212678825,0.31596460374383056,5.021234480983791,-3.3407698559501573,-1.3352404949785168,-2.743511939644611,2.3983598220860634,-0.75
"SRS AIRBAG LIGHT IN MY 2001 HONDA ACCORD CONTINUES TO ILLUMINATE. UNKNOWN REASON FOR ACTIVATION, NO ACCIDENT HISTORY FOR THIS TO OCCUR. OWNERS MANUAL STATES AIRBAG MALFUNCTION.  AFTER FURTHER INVESTIGATION THIS IS A COMMON PROBLEM WITH HONDA'S.",10144027,HONDA,ACCORD,2001,OH,Y,Y,N,24,78000.0,T1,3.403719000896374,0.4519437541773673,1.5782268320450228,-2.383770417026798,-1.981354905793599,0.1904813234671353,-1.101306966882591,-1.0
CONSUMER COMPLAINT REGARDING SAFETY RECALL: IGNITION KEY IS REMOVABLE WITH THE SHIFT LEVER OUT OF PARK ISSUED MARCH 2005.   DUE TO THIS DEFECT 2001 HONDA ACCORD ROLLED OUT OF DRIVE WAY AND INTO NEIGHBORS YARD STRIKING ANOTHER VEHICLE.,10144292,HONDA,ACCORD,2001,OK,N,N,Y,31,97219.0,T1,3.729045700751428,0.16992370322595973,0.48467391639724594,-0.5219721018679805,0.1225175616502859,0.8451750994669641,1.2510866473170774,-1.0
DT: THE CONTACT STATED THE VEHICLE WILL LOCK WHILE DRIVING T 50 MPH OR MORE.   THE DEALERSHIP SAID THAT THE TRANSMISSION LOCKED AND NEEDED TO REPLACED OR REBUILT. THERE HAVE BEEN NO REPAIRS MADE TO THE VEHICLE  DUE TO  EXCESSIVE COST.,10144511,HONDA,ACCORD,2001,MD,Y,Y,N,50,83773.0,T1,4.462977804482728,1.766401953212113,-1.5362167438301926,0.8115334334453594,0.7079318197412352,-0.7982176180364647,0.7418303700659423,-1.0
"MY 2002 HONDA ODYSSEY'S ENGINE HAS SHUT OFF MANY TIMES WHILE I AM DRIVING. MOST OFTEN AT THE SAME SPOT AFTER MAKING A LEFT TURN, HEADING DOWNHILL WITH POWER LINES GOING ACROSS THE STREET FROM THE ABOVE. THERE IS NO WARNING OF THE ENGINE JUST SHUTTING DOWN. IT RESTARTS AS SOON AS I PULL OVER AND START THE ENGINE AGAIN. IT STARTED AFTER THE TRANSMISSION DIED ON ME, AND THE DEALER REPLACED IT. TOOK THE CAR TO THE DEALER AND THEY SAY EVERYTHING IS OK.",10144551,HONDA,ODYSSEY,2002,CA,N,Y,N,29,80581.0,T1,6.26208951647828,-1.272310888152922,-0.6632746255709178,0.35761358069432775,2.4660813440339093,0.5003882701740053,-0.5169878835287613,-1.375
"I REAR-ENDED ANOTHER VEHICLE AT APPROXIMATELY 60 MPH ON INTERSTATE I-95 IN DADE COUNTY, FLORIDA. MY AIR BAG DID NOT INFLATE TO PROTECT ME. I SUFFERED SERIOUS INJURIES AND WAS TAKEN BY PARAMEDIC TO PARKWAY REGIONAL MEDICAL CENTER WHERE I WAS ADMITTED THROUGH THE EMERGENCY ROOM.",10144896,HONDA,CIVIC,2001,FL,Y,Y,Y,697,69770.0,T1,2.3770646184674193,2.1406647914942463,1.8131816577417394,-0.1848971702616282,0.8086762804553937,-1.904939200652549,-0.6794564788490025,-0.6666666666666666
"SRS LIGHT STAYS ON ALL OF THE TIME.  WHEN I TOOK IT TO BRADENTON HONDA FOR OTHER ISSUES, THEY CEHCKED IT, RESET THE COMPUTER AND SAID IF IT CAME ON AGAIN, TO BRING IT BACK IN.  IT HAS COME ON AGAIN AND STAYS ON. IN REVIEWING YOUR COMPLAINTS, SEEMS IT IS AN INCREASING PROBLEM FOR THIS YEAR AND MODEL OF HONDA.",10145052,HONDA,CIVIC,2001,FL,Y,Y,N,31,120000.0,T1,4.5738245588368205,-1.8020275725498935,1.8831564268968362,-2.8541035701496624,-2.428714218836919,1.9226271206169538,-2.205212418377468,-2.0
"2002 HONDA ODYSSEY CD PLAYER, REAR WIPER MOTOR, CLOCK LIGHT AND TRANSMISSION  STOPPED WORKING FEW MONTHS AFTER PURCHASE.",10145382,HONDA,ODYSSEY,2002,IL,N,N,N,32,74296.0,T1,2.40773467252299,-0.9542157559268457,0.03214202429834681,-0.06948989105464111,-0.39698966918813394,-0.0016310764231334954,0.10173085982765186,-1.0
"DT: THE CONTACT STATED IN 2004 VEHICLE WAS REPAIRED UNDER NHTSA RECALL CAMPAIGN  04V179000 CONCERNING THE AUTOMATIC TRANSMISSION. ON DECEMBER 16, 2005 THE AUTOMATIC TRANSMISSION FAILED.  IT WILL NOT SHIFT INTO ANY GEAR. THE CONTACT IS CURRENTLY WAITING FOR THE TOW TRUCK TO ARRIVE AT THE SCENE TO TOW  THE VEHICLE TO THE SERVICE DEALER. HE CONTACTED THE MANUFACTURER,  AND WAS TOLD THEY WILL OFFER NO FREE REMEDY.",10145440,HONDA,ODYSSEY,2002,NC,Y,Y,N,32,90000.0,T1,6.886839415175331,5.0430775821343445,-5.275586401441616,1.4969775658669768,-0.3342494892371465,-0.6732758046227475,0.3506886256720864,-0.625
DT: THE CONTACT STATED VEHICLE  STALLED INTERMITTENTLY WHEN  THE VEHICLE WAS PLACED IN NEUTRAL. WHEN  IT  STALLED THE VEHICLE LOST POWER STEERING AND POWER BRAKES.  THIS COULD HAVE RESULTED IN AN ACCIDENT. THE DEALERSHIP AND THE MANUFACTURER HAVE BEEN CONTACTED.  TECHNICAL SERVICE BULLETIN 02-083  WAS ISSUED FOR THE PROBLEM BUT THE DEALER  REQUESTED A DIAGNOSTIC TEST AT THE CONTACT'S  EXPENSE BEFORE THEY WOULD USE THE TECHNICAL SERVICE BULLETIN TO FIX THE PROBLEM .,10145484,HONDA,CIVIC,2001,CO,Y,Y,N,31,75644.0,T1,7.486009199318933,4.281030193145872,-0.5739475936031134,0.24482934989907293,2.5848670522206256,2.52226906360011,-1.2265075717588423,-2.1666666666666665
THE SRS INDICATOR IN MY 2001 HONDA ACCORD EX HAS LIT UP FOR NO APPARENT REASON.,10145498,HONDA,ACCORD,2001,VA,Y,Y,N,5,75138.0,T1,1.0253202774013446,-0.011932332790811495,0.42503854595161633,-0.8307199111051802,-0.9370756276330204,0.2789057240762707,-0.8482898614606126,-1.0
"SRS LIGHT CAME ON 12/18/05 AND DOES NOT GO OFF. AFTER READING OTHER COMPLAINTS, MY INTERIOR NEVER GOT WET, JUST HAPPENED. NOT VERY HAPPY AFTER READING THE OTHER COMPLAINTS. I DO REALIZE AIR BAGS WILL NOT DEPLOY, BUT WILL NOT GET FIXED.",10145568,HONDA,ACCORD,2002,FL,Y,Y,N,2,67776.0,T1,2.690379402457072,1.1143582932654221,2.307186108135446,-2.4234787726456943,-0.9069706067550444,-0.16936474785712133,-2.0822718240224014,3.0
SIDE AIR BAG LIGHT COMES ON FROM TIME TO TIME.,10145569,HONDA,ACCORD,2002,FL,Y,Y,N,0,45000.0,T3,1.6199752041565771,1.3920887429763469,1.9157697237154772,-1.5413644513630966,-0.518188684064735,-0.5614292923955222,-1.413283858984143,0.0
"THE SRS LIGHT CAME ON IN MY 2001 HONDA ACCORD EX AND DOES NOT GO OFF.  THE DEALER WANTS $125 TO DIAGNOSE THE PROBLEM AND $1300 TO REPLACE THE SENSOR UNIT.  THE SERVICE MAN NEVER TOLD ME THAT THIS IS A PROBLEM WITH ACCORDS, BUT IS CLEARLY INDICATED AS A PROBLEM IN SEVERAL WEB SITES.  I BOUGHT THIS CAR SPECIFICALLY FOR THE SIDE AIR BAGS AND PAID EXTRA FOR THEM UP FRONT.  NOW I DON'T KNOW IF THE AIR BAGS WILL WORK IN CASE OF AN ACCIDENT. THIS A SAFETY ISSUE!!!!",10145586,HONDA,ACCORD,2001,CA,Y,N,N,27,71000.0,T1,8.125759736316933,0.7461333122668505,4.742631735918186,-4.985038437291539,-4.055030105421859,-0.006907329479745018,-3.8647017225470908,-1.0
"SINCE THE DAY I PURCHASED MY VEHICLE (AUG. 2004), THE ""SIDE AIRBAG""/""SRS"" LIGHT HAVE CONTINUOUSLY COME ON. I HAVE REPEATEDLY NOTIFIED THE DEALERSHIP OF THE PROBLEM AND THEY HAVEN'T A CLUE. THERE ARE INSTANCES WHERE THE WARNING LIGHT(S) HAVE BEEN ON FOR WELL OVER 2 HRS OR 200+ MILES. I HAVE BROUGHT THE VEHICLE TO MORE THAN ONE HONDA LOCATION FOR TROUBLESHOOTING, AND THEY ALL HAVE NO ANSWER. ACCORDING TO HONDA'S TECHNICIANS, THE WARNING LIGHTS ARE NOT LEAVING A TROUBLE CODE, SO THEY PROCLAIM THEY HAVE NO POSSIBLE SOLUTION FOR THE ISSUE. THE COMMON RESPONSE IS ""THE SRS SYSTEM IS TESTING ITSELF,"" ""THERE ARE TOO MANY/TOO LITTLE OBJECTS IN THE SEAT,"" ""CELL PHONE INTERFERENCE,"" ETC..  SO FAR HONDA HAS NOT OFFERED A PROPER SOLUTION, OR EVEN A PROBABLE CAUSE. AT THIS POINT I FEEL EXTREMELY UNSAFE IN THE VEHICLE DUE TO THIS ISSUE. INDIVIDUAL'S SAFETY SHOULD NOT BE A IGNORED OR DISMISSED. I FEEL HAVE BEEN MISLEAD FROM DAY ONE ABOUT THE RELIABILITY, SAFETY, OR THE CAR IN GENERAL.  I BOUGHT A CERTIFIED USED HONDA WITH THE ASSUMPTION OF A EXCELLENT/QUALITY VEHICLE. SO FAR, I HAVE EXPERIENCED NOTHING BUT HEADACHES, NUMEROUS SERIOUS SAFETY/MECHANICAL RECALLS, AND A LACK OF INTEREST ON THE PART OF HONDA. AT THIS POINT, I AM WASTING MY TIME, MONEY, AND POSSIBLY MY HEALTH IN THIS CAR. I DO NOT FEEL SAFE, THEREFORE I SHOULDN'T HAVE TO SETTLE FOR THIS VEHICLE--ESPECIALLY FOR THE PRICE I AM EXPECTED TO PAY. IT IS DISAPPOINTING TO SEE ISSUES AS SERIOUS AS THESE, BEING ""SWEPT UNDER THE CARPET"" BY IT'S MAKERS.",10145672,HONDA,ACCORD,2001,GA,Y,Y,N,24,105521.0,T1,16.448147122481487,-2.245712032056341,6.121476771691434,-5.459142891343461,-2.9069212696159044,3.5268383625223794,-2.0111290417197876,-0.5789473684210527
DT: THE CONTACT PASSED OUT AT THE WHEEL AND CRASHED. INJURIES WHERE SUSTAINED DUE TO THE NON DEPLOYMENT OF THE AIR BAG. A POLICE REPORT WAS TAKEN.,10145705,HONDA,CIVIC,2001,VT,Y,Y,Y,38,68000.0,T2,1.8481421066753867,3.5853355687966544,1.3194975163146097,-0.25928898194712935,-0.14909258624434746,-1.4937780267929646,-0.9720447268173219,0.0
"AFTER TURNING ON HEATER/DEFROSTER TO REMOVE FROST, FOLLOWED BY WINDSHIELD WIPER TO REMOVE SLUSH, WINDSHIELD SUDDENLY BEGAN TO CRACK.  THE CRACK BEGAN ON THE PASSENGER SIDE AT THE VERTICAL WINDSHIELD FRAME AND WENT CONTINUOUSLY ACROSS THE OUTER LAYER OF THE WINDSHIELD TO ABOUT 4"" FROM THE VERTICAL FRAME ON THE DRIVER SIDE.",10146192,HONDA,CIVIC,2002,CA,Y,Y,N,0,85906.0,T3,2.084884024367115,1.091210445468652,3.1177856198625613,0.05964712491291821,1.2384119301414003,-1.308385637813802,2.5926462893911406,0.0
"MY 2002 HONDA ACCORD COUPE HAS A BAD TRANSMISSION, IT'S THE SAME PROBLEM THAT HONDA PUT AN EXTENDED WARRANTY ON FOR THE OLDER MODELS. I BELIEVE THEY NEED TO EXTEND THAT WARRANTY TO 2002 MODELS AS WELL.",10146237,HONDA,ACCORD,2002,CA,Y,Y,N,15,40000.0,T1,3.791412130277079,-2.1300083170003656,-0.994663357051325,-0.5707277890805791,-2.887440606889477,-0.39179292556954404,-0.7646450348246526,-1.3333333333333333
"I PURCHASED A 2002 ODYSSEY FROM A DEALERSHIP IN FAIRFAX, VA.  I HAVE BEEN TOLD THAT THE TRANSMISSION NEEDS TO BE REPLACED IT IS NOT COVERED UNDER THE NHTSA RECALL BECAUSE IT WAS MADE IN CANADA.  EVEN THE EXTENDED WARRANTY THEY SOLD ME WON'T COVER IT FOR THE SAME REASON.  I WAS TOLD THAT CANADIAN MADE VEHICLES SOLD IN THE US ARE NOT REGULATED BY THE NHTSA.",10146275,HONDA,ODYSSEY,2002,VA,N,N,N,32,94712.0,T1,4.692878325245118,-0.9515018116794336,-1.0431788199933558,-0.18612109506675348,-2.4740840161383755,0.22290350098210446,-0.9164039362754465,0.0
"DT: THE CONTACT'S SON NOTICED THE AIR BAG WARNING LIGHT ILLUMINATED ON THE DASHBOARD.    THE VEHICLE WAS NOT INVOLVED IN ANY PREVIOUS ACCIDENTS, AND THERE WERE NO PRIOR WARNINGS INDICATING A PROBLEM WITH THE AIR BAG SYSTEM.   THE VEHICLE HAS BEEN INSPECTED BY THE DEALER, AND THEY SAID THE MODULE CONTROL UNIT NEEDED TO BE REPLACED.  THE VEHICLE  WAS BEING REPAIRED.",10146366,HONDA,CIVIC,2001,CA,Y,Y,N,31,50000.0,T1,5.709718793736026,5.548007894988236,2.065510494035952,-2.5096608364096253,-0.4686106734690922,-0.40330195868392554,-3.5268437125191174,-2.2
CONSUMER 2001 HONDA ACCORD IGNITION KEY IS REMOVABLE WITH THE SHIFT LEVER OUT OF PARK.,10146417,HONDA,ACCORD,2001,OK,N,N,N,24,97219.0,T1,1.2097260077614946,0.21681240371273822,-0.1636892571917098,-0.10868690165765922,0.3736449829254905,0.406063562370336,0.38283515126812195,0.0
"I AM WRITING IN REGARDS TO A PROBLEM I AM HAVING WITH MY 2001 HONDA ACCORD SIDE AIR BAG LIGHT. THE SIDE AIR BAG LIGHT GOES ON FOR NO REASON THEN TURNS ITSELF OFF IN 10 TO 15 MINUTES. I HAVE RESEARCHED THIS PROBLEM ONLINE AND FIND THAT MANY OTHER 2001 HONDA ACCORD OWNERS ARE HAVING THIS SAME EXACT ISSUE, AND HAVE FILED COMPLAINTS.  THEY HAVE BEEN TO THE DEALER SPENDING THEIR OWN MONEY TO REPLACE THE SENSOR/CONTROL MODULE BUT IT IS ONLY A TEMPORARY FIX. WHY PAY FOR SOMETHING THAT IS BROKEN AND IS NOT THE FAULT OF THE OWNER??  THE DEALER SAYS IF THE SIDE AIR BAG LIGHT IS ILLUMINATED, THE SIDE AIR BAGS WILL NOT DEPLOY.      THERE IS STILL NO RECALL REGARDING THIS EXTREMELY DANGEROUS SAFETY ISSUE.  WHAT WILL IT TAKE TO START A RECALL REGARDING THIS ISSUE?  HAS THE NHTSA CONDUCTED AN INVESTIGATION INTO THE PROBLEM OF THE SIDE AIR BAG INDICATOR LIGHT ON 2001 HONDA ACCORDS?      I BOUGHT THIS CAR SPECIFICALLY FOR THE SIDE AIR BAGS.  AMAZING, HONDAS MADE AFTER 2001 DO NOT HAVE THIS PROBLEM, SO HONDA HAS OBVIOUSLY CORRECTED A KNOWN PROBLEM.  THEY SHOULD HAVE TO CORRECT IT IN THE 2001 MODEL YEAR AS WELL.",10146625,HONDA,ACCORD,2001,VA,Y,Y,N,55,57124.0,T1,17.458850101935663,6.300297556141212,10.372349701017399,-11.622476272241292,-10.402382242179518,-2.031745412816661,-6.583661647416089,-0.8181818181818182
"DT:  THE CONTACT STATED WHILE TRYING TO PULL OUT OF A PARKING LOT THE VEHICLE SUDDENLY ACCELERATED.  THE CONTACT'S  FOOT WAS ON THE BRAKE PEDAL AT THE TIME OF ACCELERATION.  THERE WAS A LOUD NOISE DURING THE ACCELERATION.  THE VEHICLE HIT A FENCE AFTER GOING UP AN INCLINE.   AFTER THE IMPACT, THE GEAR SHIFT WAS PLACED INTO REVERSE AND THE VEHICLE BEGAN TO ACCELERATE UNCONTROLLABLY AGAIN.  THIS TIME IT STOPPED AFTER CRASHING INTO A TREE.  THE VEHICLE WAS TOWED TO AN INDEPENDENT AUTO INSPECTION STATION, AND  THEY WERE UNABLE TO DETERMINE THE CAUSE OF THE ACCELERATION.  THEY DISCOVERED THE CRUISE CONTROL WAS TURNED ON, EVEN THOUGH THE CONTACT STATED SHE NEVER USED THE CRUISE CONTROL.  THERE WAS FRAME DAMAGE AND EXTERIOR LIGHTING REPAIRS MADE TO THE VEHICLE.",10146777,HONDA,ACCORD,2002,MD,Y,Y,Y,29,37900.0,T5,10.375401145753688,5.6822964807898275,0.5216191663199183,1.939250818739777,11.118144502580956,1.2975044897558565,-0.549443528820912,-2.0
"SRS LIGHT COME ON FOR NO REASON, PAID A MECHANIC TO RESET THE LIGHT.  3 MONTH LATER IT COME ON AGAIN, PAID AGAIN TO RESET IT.",10146925,HONDA,ACCORD,2001,TX,N,Y,N,0,11300.0,T1,2.217889134516208,-0.4948406970492613,1.4188379902141128,-2.0549286307865304,-1.3162658174442305,1.3286589780079754,-2.202803115716789,-1.0
"WITH NO VEHICLE ACCIDENT OF ANY SORT, THE SRS LIGHT CAME ON MY 2002 HONDA CIVIC LX, WHICH AT THAT TIME WAS OUT OF WARRANTY.  WE HAVE BEEN DRIVING SINCE THAT TIME WITH POSSIBLY NO SRS CAPABILITY IN THIS VEHICLE.  AMERICAN HONDA IS AWARE OF FLAWS IN THEIR SRS SYSTEM, AND THE CIVIC IS NOT THE ONLY VEHICLE WITH THESE ISSUES (I.E.: ACCORD, PILOT, ODYSSEY). APPARENTLY HONDA WOULD BE PLEASED AS PUNCH FOR AN OWNER TO PAY $90+ FOR A DIAGNOSIS, THEN $800.00 TO $1,000.00+ TO HAVE VARIOUS SRS COMPONENTS REPLACED.  I FIND THIS HIGHLY UNACCEPTABLE TO HAVE TO GO THROUGH THIS ON A $16,000.00 VEHICLE.  I SERIOUSLY QUESTION WHETHER THE AIRBAGS WILL DEPLOY EVEN IF THE SRS LIGHT WAS OFF.  I HAVE READ OF SEVERAL INSTANCES WHERE FRONTAL IMPACTS RESULTED IN NON-DEPLOYMENT OF THE SRS AIRBAGS.",10146935,HONDA,CIVIC,2002,CA,N,Y,N,0,36000.0,T1,10.462901863188936,-0.184899257338621,5.090049253938934,-5.541597204011599,-3.222188383872366,1.0373635666325185,-4.062991034469123,-0.6666666666666666
: THE CONTACT STATED THE TRANSMISSION LOCKED IN THE DRIVE GEAR AND WOULD NOT ACCELERATE. AN ATTEMPT WAS MADE TO CHANGE GEARS BY TURNING OFF THE VEHICLE AND RESTARTING IT. WHEN THE SHIFTER WAS PUT INTO PARK THE INDICATOR WAS STILL IN DRIVE. THE DEALER WAS ABLE TO DIAGNOSE THE PROBLEM AND INFORMED THE CONTACT THAT THE TRANSMISSION  CONTROL MODULE NEEDED TO BE REPLACED. *AK,10146977,HONDA,CIVIC,2001,CA,N,Y,N,28,67000.0,T1,6.746191997905985,2.306756190152026,-3.585620441697395,1.588637693744598,2.231180449795382,-0.85192937590403,0.41745842095367125,-2.0
"SRS LIGHT IS ON, VEHICLE NEEDS NEW OPDS. RESULT: NO WORKING AIR BAGS.",10147060,HONDA,ACCORD,2001,PA,Y,N,N,5,55000.0,T1,2.022750820489427,1.3244177038095966,1.4013186381033316,-1.5126571573123204,-0.7928190958825483,-0.2386147094713613,-1.6511206528394364,-1.0
"IN THE TRUNK OF MY CAR, THERE IS WATER BUILDING UP AND I HAD THE CAR UP IN THE AIR AND FOUND NO HOLES TO WHERE WATER COULD GET IN BUT THEY HAD FOUND A SEAL ON THE REAR WINDOW WHICH IS SEPARATING WHICH WE THINK MIGHT BE THE PROBLEM..BUT NOT SURE...ALSO THERE IS WATER ON THE FLOOR IN THE BACK SEAT OF MY CAR...I HAVE A 2002 HONDA CIVIC LX.",10147133,HONDA,CIVIC,2002,WA,Y,Y,N,29,86949.0,T1,4.239136138100772,0.6152899471671525,2.9459291117166106,-1.0215894319629955,1.2034935093642898,-0.582270216484166,0.5148936140487401,-1.5
BOTH FRONT SEAT BELTS DON'T CLICK YOU HAVE TO KEEP ON TRYING MAY BE TWICE FOR THE DRIVER SIDE AND 5 OR MORE ON THE PASSENGER SIDE.,10147240,HONDA,CIVIC,2002,MD,Y,Y,N,29,82492.0,T3,1.6291289970460758,1.2256815362336089,3.8918909351033193,-1.7431100166202584,0.2589275875918629,-4.174993013319749,2.3146279301548365,0.0
"FOR THE PAST MONTH OR SO, THE TRANSMISSION MADE A HIGH PITCHED NOISE WHEN STARTING THE VEHICLE. AFTER THE VEHICLE IS WARMED UP THE NOISE WOULD GO AWAY.  NOISE BECAME LOUDER WITH TIME.  INITIALLY NOTICED TRANSMISSION PROBLEM WHEN VEHICLE WOULD NOT ENGAGE IN DRIVE WHEN SHIFTED FROM PARK.  WHEN PRESSING THE ACCELERATOR PEDAL THERE WAS A DELAY IN ACCELERATION.  TOOK VEHICLE TO A REPUTABLE HONDA SPECIALIST WHO STATED THE TRANSMISSION NEEDED TO BE REPLACED!!!   THE ESTIMATE FOR REPLACEMENT WITH A RE-MANUFACTURED TRANSMISSION IS $2,500... OUCH!THE VEHICLE IS MAINTAINED ON REGULAR BASIS AND ONLY HAS 63,000 MILES ON IT.  SO MUCH FOR THE INFAMOUS HONDA RELIABILITY AND DURABILITY.  AND TO THINK THAT THE WIFE AND I WERE CONSIDERING BUYING A HONDA MINIVAN!",10147386,HONDA,CIVIC,2001,TN,Y,Y,N,0,63600.0,T1,11.791232412752091,-2.5372441725250923,-3.8008910903200412,1.573608295680282,3.358636570084889,-0.9867004820371382,-0.8164975584544998,-0.625
THE SRS LIGHT WENT ON IN MY CAR FOR NO REASON.,10147437,HONDA,ACCORD,2001,NJ,Y,Y,N,0,47500.0,T1,1.2116427550547637,-0.035484722975942413,0.7954831536306688,-0.80386112846516,0.21251164133653377,0.4378292421378122,-0.8064732356932779,-1.0
2001 HONDA ACCORD WITH 45000 MILES.  SRS RED LIGHT ON THE DASH THAT INDICATES THE FRONT AIRBAGS ARE LIKELY DISABLED STAYS ON.  A HONDA MECHANIC HAS TESTED FOR THE ERROR CODE AND RESET THE SRS TWICE.  BOTH TIMES THE LIGHT CAME BACK ON AFTER STARTING THE CAR.  THE CODE FROM HIS TEST INDICATES THAT THE UNIT CONTROLLING THE FRONT AIR BAGS IS THE PROBLEM.  SEEMS TO ME THAT PART SHOULD NOT FAIL ON A CAR THIS NEW WITH THIS FEW MILES WHEN IT HAS NEVER BEEN INVOLVED IN AN ACCIDENT.,10147489,HONDA,ACCORD,2001,IA,N,Y,N,21,44500.0,T1,8.002441797362756,1.1130509638061956,4.126807054251689,-3.9068805698200966,-1.3105330418686079,0.4383928242038283,-4.2135720630236895,-1.4
2001 HONDA ACCORD SRS LAMP REMAINS LIT.  NO ACCIDENT OR OTHER EVENTS CAUSED THIS TO OCCUR.  CONSEQUENCES OF SRS UNIT FAILURE INCLUDES NON-DEPLOYMENT OF AIRBAGS IN FRONTAL/SIDE IMPACT.  DIAGNOSTIC EVALUATION ESTIMATES PARTS REPLACEMENT AT $425.,10147903,HONDA,ACCORD,2001,MO,N,Y,N,0,78000.0,T1,2.656627900508041,1.2855085083598778,1.4949823937084483,-1.6856803092020973,-1.8713425789930198,-0.08330711890584541,-0.9465296473771351,-1.0
PREMATURE TIRE TREAD WEAR.,10148156,ACURA,TL,2003,GA,Y,Y,N,37,90061.0,T4,0.37581372470389807,0.00033798585487620526,2.0123355025032357,3.691047452402213,-1.2732476039918008,-0.07835008367891236,-0.28599760922384176,0.0
MY 2001 HONDA ACCORD SRS LIGHT HAS CAME ON AND STAYED ON.  THIS HAS BEEN A PROBLEM WITH OTHER 2001 HONDA ACCORDS AND I WANT  TO KNOW IF THERE HAS BEEN A RECALL PUT OUT TO CORRECT THE PROBLEM?  THANK YOU .,10148376,HONDA,ACCORD,2001,AR,N,N,N,24,116486.0,T1,3.4203616925674942,-0.9793613003531082,1.0323371525196834,-2.276126978742894,-2.4757272226255953,1.378180313506301,-1.504316544508505,-0.25
": THE CONTACT STATED THE DRIVER'S SEAT IS LOOSE AT THE BASE.  THERE IS A NHTSA RECALL, # 02V251000, REGARDING THE SEATS. THE VEHICLE HAS THE SAME PROBLEMS AS INDICATED IN THE RECALL; HOWEVER IT IS NOT INCLUDED IN THE RECALL DUE TO THE VIN.  THE VEHICLE WAS TAKEN TO THE LOCAL DEALERSHIP FOR REPAIR OF THE SEAT ANCHOR.",10148564,HONDA,CR-V,2002,NY,Y,Y,N,0,90000.0,T1,5.3209195197285215,3.8282676242874523,1.8132104435779104,-2.6924606628593315,-1.6909629807785929,-2.89186442615728,2.668213527172554,-2.5
"SIDE AIRBAG LIGHTS OFTEN COME ON AND OFF FOR NO REASON. THIS HAS HAPPENED FOR ALMOST TWO YEARS NOW.  I HAD CALLED  DEALERSHIP REGARDING THIS SITUATIONS. BUT THEY ADVISED ME THAT THEY COULD NOT DO ANYTHING UNLESS THE SIDE AIR BAG LIGHT KEPT STAYING ON.  I ASSUME WHENEVER THE LIGHT CAME ON PASSENGER WAS LEANING ON THE CHAIR IN A CERTAIN WAY, BUT I NOTICED THAT THE SIDE AIRBAG LIGHT WOULD COME ON WITH OR WITHOUT A PASSENGER IN THE SEAT.  BESIDES THE ON AND OFF SITUATIONS WITH THE SIDE AIR BAG LIGHT, I  WAS INVOLVED IN A DRIVER SIDE IMPACT.  THE OTHER PARTY HIT  ON DRIVER'S SIDE DOOR.  THE IMPACT COMPLETE WRECKED THE DOOR, BUT NONE OF SIDE AIR BAGS DEPLOYED OR NOTHING.   I ASSUMED THAT THE IMPACT WAS NOT HARD ENOUGH TO DEPLOY THE SIDE AIRBAG.   ALSO,   MANY  FRIENDS WHO ALSO HAD  HONDA ACCORDS EXPERIENCED THE SAME PROBLEM . I HOPE SOME ONE COULD INVESTIGATE THIS PROBLEM BECAUSE  THERE WAS A MALFUNCTION AND  I COULD HAVE GOTTEN SERIOUSLY INJURED FROM THE ACCIDENT OR MAYBE FROM FUTURE ACCIDENT IF THERE WAS SOMETHING WRONG WITH THE SIDE AIRBAG.",10148573,HONDA,ACCORD,2002,CA,Y,Y,Y,29,88028.0,T3,14.560952900826171,5.8487873395441365,18.33116591632078,-11.709111298469056,-1.1135741969966653,-10.197896030148378,2.7084452795850678,-0.9545454545454546
